sample	reads_total	reads_assigned_bins	percentage_duplicates	median_bin_count	filter_corr_value	ReadsKept	MedianBinCount	dups_percentage	sample_name	over_disp	tech
MR1-MDAMB436-C105_S105_L001	1515615	1332581	0.12	93	0.959	1332581	93	0.120765497834213	act_mda231	0.0273759644217692	ACT-MDA231
MR1-MDAMB436-C106_S106_L001	1447784	1275824	0.12	87	0.982	1275824	87	0.118774623838915	act_mda231	0.0295907943552394	ACT-MDA231
MR1-MDAMB436-C108_S108_L001	1390979	1238533	0.11	86	0.946	1238533	86	0.109596190884262	act_mda231	0.0256099541097014	ACT-MDA231
MR1-MDAMB436-C109_S109_L001	1545888	1371203	0.11	102	0.869	1371203	102	0.112999777474177	act_mda231	0.0213137807090164	ACT-MDA231
MR1-MDAMB436-C110_S110_L001	1605359	1406803	0.12	99	0.927	1406803	99	0.123683238453206	act_mda231	0.0214999734644741	ACT-MDA231
MR1-MDAMB436-C111_S111_L001	1481349	1315891	0.11	96	0.981	1315891	96	0.111694138248313	act_mda231	0.0186931441512123	ACT-MDA231
MR1-MDAMB436-C113_S113_L001	1318863	1169032	0.11	80	0.936	1169032	80	0.113606189573898	act_mda231	0.0290703860919186	ACT-MDA231
MR1-MDAMB436-C114_S114_L001	1530183	1342102	0.12	90	0.935	1342102	90	0.122914056684723	act_mda231	0.0216487723814652	ACT-MDA231
MR1-MDAMB436-C115_S115_L001	1607977	1415212	0.12	105	0.926	1415212	105	0.119880446051156	act_mda231	0.0200896073145714	ACT-MDA231
MR1-MDAMB436-C117_S117_L001	1469545	1290428	0.12	91	0.969	1290428	91	0.121886025946807	act_mda231	0.0282809658964878	ACT-MDA231
MR1-MDAMB436-C118_S118_L001	1466764	1284654	0.12	91	0.962	1284654	91	0.124157669536476	act_mda231	0.0258469007538872	ACT-MDA231
MR1-MDAMB436-C119_S119_L001	1581917	1381157	0.13	98	0.946	1381157	98	0.126909313194055	act_mda231	0.0439677418418708	ACT-MDA231
MR1-MDAMB436-C12_S12_L001	1388656	1220445	0.12	86	0.94	1220445	86	0.12113223145257	act_mda231	0.0591846970765865	ACT-MDA231
MR1-MDAMB436-C121_S121_L001	1318581	1165187	0.12	81	0.934	1165187	81	0.116332633338415	act_mda231	0.0320423982923282	ACT-MDA231
MR1-MDAMB436-C122_S122_L001	1341405	1186227	0.12	84	0.974	1186227	84	0.115683182931329	act_mda231	0.0247563690838534	ACT-MDA231
MR1-MDAMB436-C124_S124_L001	1206756	1080389	0.1	74	0.947	1080389	74	0.104716280673144	act_mda231	0.0371247934267573	ACT-MDA231
MR1-MDAMB436-C125_S125_L001	1456949	1292754	0.11	91	0.938	1292754	91	0.112697836369015	act_mda231	0.029116485622227	ACT-MDA231
MR1-MDAMB436-C126_S126_L001	1389862	1225580	0.12	81	0.937	1225580	81	0.11820022419492	act_mda231	0.0219089279566397	ACT-MDA231
MR1-MDAMB436-C127_S127_L001	1132835	1022021	0.1	72	0.965	1022021	72	0.0978200708841093	act_mda231	0.0302464520245001	ACT-MDA231
MR1-MDAMB436-C129_S129_L001	1400363	1239902	0.11	84	0.987	1239902	84	0.114585289671321	act_mda231	0.0226103722039091	ACT-MDA231
MR1-MDAMB436-C13_S13_L001	1762453	1526001	0.13	107	0.919	1526001	107	0.13416074074032	act_mda231	0.0583883869243247	ACT-MDA231
MR1-MDAMB436-C131_S131_L001	2273503	1935405	0.15	129	0.952	1935405	129	0.148712361496774	act_mda231	0.0235358109855704	ACT-MDA231
MR1-MDAMB436-C133_S133_L001	1765422	1531958	0.13	108	0.976	1531958	108	0.132242602618524	act_mda231	0.0225670110472941	ACT-MDA231
MR1-MDAMB436-C135_S135_L001	1926012	1658376	0.14	122	0.894	1658376	122	0.13895863577174	act_mda231	0.024125058879391	ACT-MDA231
MR1-MDAMB436-C137_S137_L001	1526803	1335524	0.13	94	0.94	1335524	94	0.125280733663741	act_mda231	0.034160471039334	ACT-MDA231
MR1-MDAMB436-C138_S138_L001	1745916	1524921	0.13	108	0.958	1524921	108	0.126578254623934	act_mda231	0.0223651313576798	ACT-MDA231
MR1-MDAMB436-C139_S139_L001	1802127	1557364	0.14	106	0.82	1557364	106	0.135818951716499	act_mda231	0.0227680245118845	ACT-MDA231
MR1-MDAMB436-C140_S140_L001	1614378	1427515	0.12	102	0.949	1427515	102	0.115749223539964	act_mda231	0.0340322346974147	ACT-MDA231
MR1-MDAMB436-C141_S141_L001	1634522	1435959	0.12	97	0.982	1435959	97	0.121480775419358	act_mda231	0.0258814953973655	ACT-MDA231
MR1-MDAMB436-C143_S143_L001	1984874	1731814	0.13	128	0.965	1731814	128	0.12749423892902	act_mda231	0.0277433651527196	ACT-MDA231
MR1-MDAMB436-C144_S144_L001	1851736	1595257	0.14	112	0.971	1595257	112	0.138507325018253	act_mda231	0.0354799750069042	ACT-MDA231
MR1-MDAMB436-C146_S146_L001	1653241	1450714	0.12	101	0.954	1450714	101	0.122503010752818	act_mda231	0.023996448487363	ACT-MDA231
MR1-MDAMB436-C147_S147_L001	2155345	1856509	0.14	131	0.975	1856509	131	0.138648801004016	act_mda231	0.0183316095958185	ACT-MDA231
MR1-MDAMB436-C148_S148_L001	1854808	1610649	0.13	111	0.982	1610649	111	0.131635727255867	act_mda231	0.0241675690954751	ACT-MDA231
MR1-MDAMB436-C149_S149_L001	1605231	1407560	0.12	101	0.971	1407560	101	0.123141778348412	act_mda231	0.0195536100400106	ACT-MDA231
MR1-MDAMB436-C150_S150_L001	1459850	1279867	0.12	87	0.979	1279867	87	0.123288694043909	act_mda231	0.0240579088602445	ACT-MDA231
MR1-MDAMB436-C151_S151_L001	1504213	1316187	0.12	87	0.899	1316187	87	0.124999584500333	act_mda231	0.0208086873110376	ACT-MDA231
MR1-MDAMB436-C153_S153_L001	1319947	1168661	0.11	82	0.95	1168661	82	0.114615208034868	act_mda231	0.0427656594251851	ACT-MDA231
MR1-MDAMB436-C154_S154_L001	1408023	1245298	0.12	84	0.972	1245298	84	0.11556984509486	act_mda231	0.0266294109511223	ACT-MDA231
MR1-MDAMB436-C155_S155_L001	1702770	1492200	0.12	112	0.812	1492200	112	0.123663207597033	act_mda231	0.0230324555425722	ACT-MDA231
MR1-MDAMB436-C156_S156_L001	1182184	1064120	0.1	76	0.944	1064120	76	0.0998693942736495	act_mda231	0.032186448039934	ACT-MDA231
MR1-MDAMB436-C158_S158_L001	1537069	1354144	0.12	96	0.975	1354144	96	0.119008970970074	act_mda231	0.0237288702801785	ACT-MDA231
MR1-MDAMB436-C160_S160_L001	1790787	1555485	0.13	113	0.949	1555485	113	0.131395861149316	act_mda231	0.0213378419223568	ACT-MDA231
MR1-MDAMB436-C161_S161_L001	1299073	1151674	0.11	80	0.96	1151674	80	0.113464755252399	act_mda231	0.0381042786751527	ACT-MDA231
MR1-MDAMB436-C164_S164_L001	1554714	1362650	0.12	92	0.988	1362650	92	0.123536547557943	act_mda231	0.0233976621390812	ACT-MDA231
MR1-MDAMB436-C165_S165_L001	1373622	1211953	0.12	84	0.964	1211953	84	0.117695406742175	act_mda231	0.026780060895958	ACT-MDA231
MR1-MDAMB436-C166_S166_L001	1439815	1269444	0.12	92	0.953	1269444	92	0.118328396356476	act_mda231	0.0334682916701097	ACT-MDA231
MR1-MDAMB436-C168_S168_L001	1242453	1115883	0.1	76	0.984	1115883	76	0.101871056691883	act_mda231	0.0253266489156808	ACT-MDA231
MR1-MDAMB436-C169_S169_L001	1462798	1289993	0.12	95	0.974	1289993	95	0.118133194056869	act_mda231	0.0168940665378427	ACT-MDA231
MR1-MDAMB436-C17_S17_L001	1820925	1561952	0.14	111	0.97	1561952	111	0.142220574707909	act_mda231	0.0375742984022369	ACT-MDA231
MR1-MDAMB436-C170_S170_L001	1374502	1214821	0.12	83	0.923	1214821	83	0.116173712370007	act_mda231	0.0586567171374834	ACT-MDA231
MR1-MDAMB436-C171_S171_L001	1669316	1465283	0.12	103	0.908	1465283	103	0.122225510328781	act_mda231	0.0413790904445819	ACT-MDA231
MR1-MDAMB436-C173_S173_L001	1364719	1214293	0.11	82	0.939	1214293	82	0.110224888786629	act_mda231	0.026617693057867	ACT-MDA231
MR1-MDAMB436-C175_S175_L001	1314994	1176690	0.11	80	0.892	1176690	80	0.10517462437091	act_mda231	0.0218719317818324	ACT-MDA231
MR1-MDAMB436-C176_S176_L001	1719434	1498181	0.13	102	0.942	1498181	102	0.128677809092992	act_mda231	0.0180550962564244	ACT-MDA231
MR1-MDAMB436-C177_S177_L001	1100424	990935	0.1	71	0.945	990935	71	0.0994971029348687	act_mda231	0.0340253943353835	ACT-MDA231
MR1-MDAMB436-C178_S178_L001	1642738	1437962	0.12	97	0.984	1437962	97	0.124655301088792	act_mda231	0.0196434019197343	ACT-MDA231
MR1-MDAMB436-C179_S179_L001	1488789	1316214	0.12	94	0.956	1316214	94	0.115916358866166	act_mda231	0.0262326569162522	ACT-MDA231
MR1-MDAMB436-C18_S18_L001	1787923	1550420	0.13	104	0.98	1550420	104	0.132837376106242	act_mda231	0.0201757846675969	ACT-MDA231
MR1-MDAMB436-C183_S183_L001	1654564	1440496	0.13	100	0.961	1440496	100	0.129380308044899	act_mda231	0.0277311584664158	ACT-MDA231
MR1-MDAMB436-C186_S186_L001	1551580	1367494	0.12	95	0.945	1367494	95	0.118644220729837	act_mda231	0.0240155842178107	ACT-MDA231
MR1-MDAMB436-C19_S19_L001	1746594	1522467	0.13	102	0.908	1522467	102	0.128322323333299	act_mda231	0.0265789475647648	ACT-MDA231
MR1-MDAMB436-C190_S190_L001	1544027	1356567	0.12	90	0.98	1356567	90	0.121409793999716	act_mda231	0.0250917512267393	ACT-MDA231
MR1-MDAMB436-C191_S191_L001	1447715	1286192	0.11	83	0.914	1286192	83	0.111570992909516	act_mda231	0.0250363912027496	ACT-MDA231
MR1-MDAMB436-C192_S192_L001	1207040	1051131	0.13	76	0.939	1051131	76	0.129166390509014	act_mda231	0.0242521995186141	ACT-MDA231
MR1-MDAMB436-C194_S194_L001	2043958	1753941	0.14	118	0.92	1753941	118	0.141889901847298	act_mda231	0.0197520348056337	ACT-MDA231
MR1-MDAMB436-C198_S198_L001	1648700	1428844	0.13	100	0.943	1428844	100	0.133351125128889	act_mda231	0.0272209824237073	ACT-MDA231
MR1-MDAMB436-C2_S2_L001	1952463	1662210	0.15	121	0.975	1662210	121	0.148659923389073	act_mda231	0.0323815206679012	ACT-MDA231
MR1-MDAMB436-C20_S20_L001	1662584	1457135	0.12	99	0.977	1457135	99	0.123572102221602	act_mda231	0.0227718413649956	ACT-MDA231
MR1-MDAMB436-C202_S202_L001	1667020	1454023	0.13	98	0.866	1454023	98	0.127771112524145	act_mda231	0.0297788555674137	ACT-MDA231
MR1-MDAMB436-C206_S206_L001	1576133	1381802	0.12	95	0.94	1381802	95	0.123296067019725	act_mda231	0.0196332172610652	ACT-MDA231
MR1-MDAMB436-C208_S208_L001	1788750	1553585	0.13	114	0.967	1553585	114	0.131468902865129	act_mda231	0.0158286308518804	ACT-MDA231
MR1-MDAMB436-C209_S209_L001	1074859	952261	0.11	68	0.879	952261	68	0.114059611539746	act_mda231	0.06437069860736	ACT-MDA231
MR1-MDAMB436-C210_S210_L001	1723394	1498222	0.13	100	0.985	1498222	100	0.13065613550935	act_mda231	0.0249380423650967	ACT-MDA231
MR1-MDAMB436-C211_S211_L001	2364406	2011455	0.15	137	0.948	2011455	137	0.149276816248986	act_mda231	0.0195276030033649	ACT-MDA231
MR1-MDAMB436-C212_S212_L001	2132148	1811759	0.15	137	0.967	1811759	137	0.150265835204686	act_mda231	0.0127128346080803	ACT-MDA231
MR1-MDAMB436-C213_S213_L001	1833886	1586075	0.14	114	0.958	1586075	114	0.135128901142165	act_mda231	0.022231532181316	ACT-MDA231
MR1-MDAMB436-C215_S215_L001	1724653	1489351	0.14	104	0.968	1489351	104	0.13643440158687	act_mda231	0.0295289075547605	ACT-MDA231
MR1-MDAMB436-C217_S217_L001	1655268	1450012	0.12	102	0.959	1450012	102	0.124001672236762	act_mda231	0.0257718450470721	ACT-MDA231
MR1-MDAMB436-C218_S218_L001	1750113	1529256	0.13	108	0.961	1529256	108	0.126195851353598	act_mda231	0.019838318935745	ACT-MDA231
MR1-MDAMB436-C219_S219_L001	1812006	1560507	0.14	104	0.984	1560507	104	0.138795898026828	act_mda231	0.0233607503675493	ACT-MDA231
MR1-MDAMB436-C220_S220_L001	1483418	1312713	0.12	92	0.951	1312713	92	0.115075454120147	act_mda231	0.0321408146363423	ACT-MDA231
MR1-MDAMB436-C221_S221_L001	1668940	1460994	0.12	100	0.877	1460994	100	0.124597648807027	act_mda231	0.0344151077101918	ACT-MDA231
MR1-MDAMB436-C222_S222_L001	2005939	1725731	0.14	118	0.82	1725731	118	0.13968919294156	act_mda231	0.0387001828020964	ACT-MDA231
MR1-MDAMB436-C224_S224_L001	1599151	1410197	0.12	107	0.872	1410197	107	0.118158948091831	act_mda231	0.0283298110106436	ACT-MDA231
MR1-MDAMB436-C225_S225_L001	1414605	1246573	0.12	86	0.963	1246573	86	0.118783688732897	act_mda231	0.0405742275669259	ACT-MDA231
MR1-MDAMB436-C226_S226_L001	1853432	1614954	0.13	118	0.958	1614954	118	0.128668329887474	act_mda231	0.028345453024286	ACT-MDA231
MR1-MDAMB436-C228_S228_L001	1678060	1471909	0.12	105	0.95	1471909	105	0.122850791985984	act_mda231	0.0226300762381037	ACT-MDA231
MR1-MDAMB436-C229_S229_L001	1332684	1179516	0.11	81	0.985	1179516	81	0.114931971870301	act_mda231	0.0257241841045716	ACT-MDA231
MR1-MDAMB436-C23_S23_L001	1562110	1358285	0.13	102	0.915	1358285	102	0.13048056794976	act_mda231	0.020655824142425	ACT-MDA231
MR1-MDAMB436-C230_S230_L001	1565801	1372191	0.12	96	0.956	1372191	96	0.123649173809443	act_mda231	0.0243404375994836	ACT-MDA231
MR1-MDAMB436-C232_S232_L001	1315178	1179063	0.1	81	0.962	1179063	81	0.1034954964271	act_mda231	0.0299513839201401	ACT-MDA231
MR1-MDAMB436-C234_S234_L001	1470853	1303004	0.11	88	0.947	1303004	88	0.114116774415934	act_mda231	0.0347653534944178	ACT-MDA231
MR1-MDAMB436-C235_S235_L001	1468337	1285468	0.12	89	0.918	1285468	89	0.124541573221951	act_mda231	0.0352499147102612	ACT-MDA231
MR1-MDAMB436-C236_S236_L001	1154515	1040628	0.1	74	0.946	1040628	74	0.0986448855146966	act_mda231	0.0377237579935007	ACT-MDA231
MR1-MDAMB436-C237_S237_L001	1491421	1329734	0.11	97	0.935	1329734	97	0.108411374119045	act_mda231	0.0331793328802482	ACT-MDA231
MR1-MDAMB436-C239_S239_L001	1143103	1029447	0.1	72	0.953	1029447	72	0.0994276106352621	act_mda231	0.0404287339218091	ACT-MDA231
MR1-MDAMB436-C24_S24_L001	1152442	1024986	0.11	72	0.94	1024986	72	0.110596455179523	act_mda231	0.0520640275746309	ACT-MDA231
MR1-MDAMB436-C241_S241_L001	1022939	924616	0.1	66	0.956	924616	66	0.0961181458522942	act_mda231	0.0295196954824402	ACT-MDA231
MR1-MDAMB436-C242_S242_L001	1124644	1009069	0.1	72	0.98	1009069	72	0.102765853016599	act_mda231	0.025795333329917	ACT-MDA231
MR1-MDAMB436-C243_S243_L001	1483375	1316122	0.11	92	0.905	1316122	92	0.112751664279093	act_mda231	0.0217672204581717	ACT-MDA231
MR1-MDAMB436-C244_S244_L001	1547144	1363961	0.12	92	0.953	1363961	92	0.118400743563624	act_mda231	0.0221391287048396	ACT-MDA231
MR1-MDAMB436-C245_S245_L001	1691918	1469768	0.13	102	0.934	1469768	102	0.131300689513322	act_mda231	0.0251180952945169	ACT-MDA231
MR1-MDAMB436-C246_S246_L001	1571683	1374526	0.13	92	0.987	1374526	92	0.125443235054397	act_mda231	0.0222616844861879	ACT-MDA231
MR1-MDAMB436-C247_S247_L001	1865517	1614356	0.13	109	0.918	1614356	109	0.134633455497859	act_mda231	0.0283694532019453	ACT-MDA231
MR1-MDAMB436-C248_S248_L001	1437770	1287703	0.1	92	0.96	1287703	92	0.104374830466625	act_mda231	0.0310430840987485	ACT-MDA231
MR1-MDAMB436-C249_S249_L001	1521581	1341678	0.12	93	0.929	1341678	93	0.118234257657003	act_mda231	0.0260394874665016	ACT-MDA231
MR1-MDAMB436-C253_S253_L001	1518248	1355839	0.11	98	0.969	1355839	98	0.106971324842845	act_mda231	0.0261367207998524	ACT-MDA231
MR1-MDAMB436-C254_S254_L001	1396162	1236738	0.11	88	0.971	1236738	88	0.11418732210159	act_mda231	0.0284522347291661	ACT-MDA231
MR1-MDAMB436-C256_S256_L001	1221299	1085274	0.11	73	0.838	1085274	73	0.111377312189726	act_mda231	0.0289901657180206	ACT-MDA231
MR1-MDAMB436-C257_S257_L001	1444832	1281852	0.11	91	0.956	1281852	91	0.112802042036721	act_mda231	0.0251192497086391	ACT-MDA231
MR1-MDAMB436-C258_S258_L001	1886477	1633186	0.13	110	0.985	1633186	110	0.134266678045903	act_mda231	0.0208743315940155	ACT-MDA231
MR1-MDAMB436-C259_S259_L001	2309350	1963793	0.15	132	0.961	1963793	132	0.149633879663109	act_mda231	0.0244440532613114	ACT-MDA231
MR1-MDAMB436-C260_S260_L001	2163185	1867672	0.14	138	0.802	1867672	138	0.136610137366892	act_mda231	0.0175817611851284	ACT-MDA231
MR1-MDAMB436-C261_S261_L001	1522112	1331623	0.13	93	0.941	1331623	93	0.125147820922508	act_mda231	0.0347146080393715	ACT-MDA231
MR1-MDAMB436-C262_S262_L001	1577807	1376691	0.13	97	0.951	1376691	97	0.127465526518769	act_mda231	0.0273551148101045	ACT-MDA231
MR1-MDAMB436-C264_S264_L001	1169738	1049581	0.1	72	0.964	1049581	72	0.102721293144277	act_mda231	0.0415991913661934	ACT-MDA231
MR1-MDAMB436-C265_S265_L001	1529464	1339641	0.12	93	0.96	1339641	93	0.124110799600383	act_mda231	0.0358007590807048	ACT-MDA231
MR1-MDAMB436-C267_S267_L001	1811300	1578117	0.13	115	0.935	1578117	115	0.128737923038701	act_mda231	0.0397230874419207	ACT-MDA231
MR1-MDAMB436-C268_S268_L001	1387386	1240186	0.11	87	0.96	1240186	87	0.106098807397509	act_mda231	0.030394534707473	ACT-MDA231
MR1-MDAMB436-C269_S269_L001	1557482	1379722	0.11	93	0.986	1379722	93	0.114132940220176	act_mda231	0.018124864462811	ACT-MDA231
MR1-MDAMB436-C27_S27_L001	1491843	1302512	0.13	91	0.948	1302512	91	0.126910807638605	act_mda231	0.0245361988379876	ACT-MDA231
MR1-MDAMB436-C270_S270_L001	1790541	1559892	0.13	108	0.955	1559892	108	0.128815257511557	act_mda231	0.019506879114638	ACT-MDA231
MR1-MDAMB436-C271_S271_L001	1369813	1216404	0.11	83	0.969	1216404	83	0.111992658851975	act_mda231	0.0249920362451022	ACT-MDA231
MR1-MDAMB436-C272_S272_L001	1692872	1478161	0.13	104	0.964	1478161	104	0.126832388981565	act_mda231	0.0246825748792763	ACT-MDA231
MR1-MDAMB436-C273_S273_L001	1373620	1219861	0.11	87	0.981	1219861	87	0.111937071388011	act_mda231	0.0263292667684894	ACT-MDA231
MR1-MDAMB436-C274_S274_L001	1498024	1317467	0.12	89	0.987	1317467	89	0.120530111667103	act_mda231	0.0219244463692733	ACT-MDA231
MR1-MDAMB436-C275_S275_L001	1343051	1193449	0.11	84	0.971	1193449	84	0.111389664279316	act_mda231	0.0276445258251622	ACT-MDA231
MR1-MDAMB436-C276_S276_L001	1327173	1173648	0.12	78	0.899	1173648	78	0.115678212260195	act_mda231	0.0353442135319909	ACT-MDA231
MR1-MDAMB436-C278_S278_L001	1497122	1317150	0.12	96	0.937	1317150	96	0.120211980052394	act_mda231	0.0280297974036965	ACT-MDA231
MR1-MDAMB436-C279_S279_L001	1405249	1235590	0.12	87	0.945	1235590	87	0.120732339962526	act_mda231	0.0341307988180995	ACT-MDA231
MR1-MDAMB436-C280_S280_L001	1320112	1195147	0.09	88	0.924	1195147	88	0.0946624225823263	act_mda231	0.0359618331363333	ACT-MDA231
MR1-MDAMB436-C281_S281_L001	1297118	1151349	0.11	80	0.971	1151349	80	0.112379135899741	act_mda231	0.0307532778801088	ACT-MDA231
MR1-MDAMB436-C284_S284_L001	1279699	1150526	0.1	83	0.958	1150526	83	0.100940142955492	act_mda231	0.029639934364097	ACT-MDA231
MR1-MDAMB436-C285_S285_L001	1532940	1359864	0.11	94	0.975	1359864	94	0.112904614662022	act_mda231	0.0352212041131633	ACT-MDA231
MR1-MDAMB436-C286_S286_L001	1343218	1194634	0.11	88	0.874	1194634	88	0.110617933946686	act_mda231	0.0243878031467022	ACT-MDA231
MR1-MDAMB436-C287_S287_L001	1005513	908674	0.1	62	0.961	908674	62	0.0963080536999522	act_mda231	0.040725259594692	ACT-MDA231
MR1-MDAMB436-C288_S288_L001	1420147	1230757	0.13	86	0.836	1230757	86	0.133359433917756	act_mda231	0.0810369771454195	ACT-MDA231
MR1-MDAMB436-C29_S29_L001	1536769	1371862	0.11	98	0.965	1371862	98	0.107307604461048	act_mda231	0.0162628295610606	ACT-MDA231
MR1-MDAMB436-C290_S290_L001	2325110	1986867	0.15	148	0.914	1986867	148	0.145473977575255	act_mda231	0.0171821488962695	ACT-MDA231
MR1-MDAMB436-C291_S291_L001	1952660	1691380	0.13	117	0.947	1691380	117	0.133807216822181	act_mda231	0.0222143833787201	ACT-MDA231
MR1-MDAMB436-C292_S292_L001	1706718	1494076	0.12	104	0.929	1494076	104	0.124591174406082	act_mda231	0.029627208392952	ACT-MDA231
MR1-MDAMB436-C294_S294_L001	1539276	1350598	0.12	99	0.964	1350598	99	0.12257580836705	act_mda231	0.0297053708424165	ACT-MDA231
MR1-MDAMB436-C295_S295_L001	1428865	1244189	0.13	84	0.914	1244189	84	0.129246639815518	act_mda231	0.043439110125581	ACT-MDA231
MR1-MDAMB436-C296_S296_L001	1370686	1234241	0.1	91	0.953	1234241	91	0.099545045327668	act_mda231	0.0335389827868973	ACT-MDA231
MR1-MDAMB436-C297_S297_L001	1385748	1224506	0.12	84	0.932	1224506	84	0.116357375222623	act_mda231	0.0255094204066084	ACT-MDA231
MR1-MDAMB436-C298_S298_L001	1406682	1240124	0.12	87	0.936	1240124	87	0.118404870468237	act_mda231	0.0387795795670759	ACT-MDA231
MR1-MDAMB436-C299_S299_L001	1499944	1311109	0.13	89	0.903	1311109	89	0.125894700068803	act_mda231	0.0239097269026717	ACT-MDA231
MR1-MDAMB436-C3_S3_L001	1979086	1667684	0.16	120	0.964	1667684	120	0.157346371001563	act_mda231	0.0285916890563951	ACT-MDA231
MR1-MDAMB436-C30_S30_L001	1419570	1251033	0.12	85	0.982	1251033	85	0.118723979796699	act_mda231	0.0233042050373521	ACT-MDA231
MR1-MDAMB436-C301_S301_L001	1305702	1166713	0.11	79	0.937	1166713	79	0.106447719311145	act_mda231	0.0241713534484171	ACT-MDA231
MR1-MDAMB436-C303_S303_L001	1391636	1237846	0.11	84	0.959	1237846	84	0.110510219626397	act_mda231	0.0172314547540929	ACT-MDA231
MR1-MDAMB436-C308_S308_L001	1757649	1531619	0.13	109	0.976	1531619	109	0.128597916876464	act_mda231	0.022203435846783	ACT-MDA231
MR1-MDAMB436-C309_S309_L001	1378049	1210248	0.12	85	0.958	1210248	85	0.121767077948607	act_mda231	0.0350782927602502	ACT-MDA231
MR1-MDAMB436-C310_S310_L001	1556134	1362209	0.12	95	0.916	1362209	95	0.124619730691573	act_mda231	0.0222306804539439	ACT-MDA231
MR1-MDAMB436-C311_S311_L001	1686431	1466379	0.13	105	0.972	1466379	105	0.130483844284172	act_mda231	0.0237061784930131	ACT-MDA231
MR1-MDAMB436-C312_S312_L001	1376937	1229492	0.11	88	0.977	1229492	88	0.107081878110618	act_mda231	0.0295847376505188	ACT-MDA231
MR1-MDAMB436-C313_S313_L001	1356578	1201733	0.11	82	0.906	1201733	82	0.114143823650391	act_mda231	0.0282541051005341	ACT-MDA231
MR1-MDAMB436-C314_S314_L001	1240579	1096342	0.12	76	0.901	1096342	76	0.116265872628829	act_mda231	0.0396135008260066	ACT-MDA231
MR1-MDAMB436-C315_S315_L001	1574216	1374802	0.13	99	0.829	1374802	99	0.126675119551574	act_mda231	0.0252276619943227	ACT-MDA231
MR1-MDAMB436-C316_S316_L001	1206279	1080166	0.1	75	0.922	1080166	75	0.104547123841168	act_mda231	0.0437300206837295	ACT-MDA231
MR1-MDAMB436-C317_S317_L001	1158599	1038661	0.1	70	0.941	1038661	70	0.103519854582992	act_mda231	0.0352184800132168	ACT-MDA231
MR1-MDAMB436-C318_S318_L001	1431307	1262375	0.12	90	0.929	1262375	90	0.11802639126337	act_mda231	0.0269716684909753	ACT-MDA231
MR1-MDAMB436-C319_S319_L001	1481807	1316261	0.11	91	0.939	1316261	91	0.111719002542166	act_mda231	0.0193892207086263	ACT-MDA231
MR1-MDAMB436-C32_S32_L001	1593755	1385883	0.13	96	0.853	1385883	96	0.130429081006805	act_mda231	0.0573832420072886	ACT-MDA231
MR1-MDAMB436-C321_S321_L001	1532484	1330212	0.13	94	0.961	1330212	94	0.131989632518186	act_mda231	0.0554524786109516	ACT-MDA231
MR1-MDAMB436-C322_S322_L001	1659272	1446941	0.13	103	0.951	1446941	103	0.127966361151155	act_mda231	0.0233245245858245	ACT-MDA231
MR1-MDAMB436-C323_S323_L001	1616824	1423569	0.12	102	0.973	1423569	102	0.119527542886548	act_mda231	0.0193578217029219	ACT-MDA231
MR1-MDAMB436-C324_S324_L001	1593922	1397244	0.12	100	0.949	1397244	100	0.123392487210792	act_mda231	0.0398978501790718	ACT-MDA231
MR1-MDAMB436-C325_S325_L001	1436470	1261025	0.12	90	0.969	1261025	90	0.122136208900986	act_mda231	0.0268615952718133	ACT-MDA231
MR1-MDAMB436-C326_S326_L001	1650795	1439375	0.13	101	0.948	1439375	101	0.128071626095306	act_mda231	0.0231182231157877	ACT-MDA231
MR1-MDAMB436-C327_S327_L001	1605861	1394713	0.13	94	0.985	1394713	94	0.13148585089245	act_mda231	0.0242922579554186	ACT-MDA231
MR1-MDAMB436-C329_S329_L001	1526338	1337872	0.12	91	0.984	1337872	91	0.123475927350299	act_mda231	0.0250891751146594	ACT-MDA231
MR1-MDAMB436-C33_S33_L001	1732928	1493154	0.14	106	0.969	1493154	106	0.138363509620711	act_mda231	0.0412481836539752	ACT-MDA231
MR1-MDAMB436-C330_S330_L001	1588034	1384739	0.13	93	0.978	1384739	93	0.128016780497143	act_mda231	0.0306073921208693	ACT-MDA231
MR1-MDAMB436-C332_S332_L001	1949487	1701278	0.13	119	0.879	1701278	119	0.127320161663043	act_mda231	0.0271573346291421	ACT-MDA231
MR1-MDAMB436-C334_S334_L001	1609521	1408563	0.12	94	0.849	1408563	94	0.124855780073699	act_mda231	0.023792811094902	ACT-MDA231
MR1-MDAMB436-C335_S335_L001	1779952	1559366	0.12	106	0.945	1559366	106	0.12392806098142	act_mda231	0.0189934123119787	ACT-MDA231
MR1-MDAMB436-C336_S336_L001	2725112	2248785	0.17	161	0.889	2248785	161	0.174791714982724	act_mda231	0.0588984969357419	ACT-MDA231
MR1-MDAMB436-C337_S337_L001	1574992	1383371	0.12	98	0.978	1383371	98	0.121664744963784	act_mda231	0.0294341240562775	ACT-MDA231
MR1-MDAMB436-C338_S338_L001	1661395	1458962	0.12	99	0.876	1458962	99	0.121845196356074	act_mda231	0.0202858575407988	ACT-MDA231
MR1-MDAMB436-C34_S34_L001	1650214	1437308	0.13	97	0.984	1437308	97	0.12901720625325	act_mda231	0.0235727840433147	ACT-MDA231
MR1-MDAMB436-C340_S340_L001	1704666	1494089	0.12	110	0.977	1494089	110	0.123529770641287	act_mda231	0.0203499366607831	ACT-MDA231
